"School District",SchoolName,Enrollment,AvgDailyAtt,FreeApps,ReducedApps,"Total F/R Apps","F/R ADA","F/R %","Paid ADA",LunchDays,LunchPaid,LunchFree,LunchReduced,"Total F/R Lunches","Total Lunches","Lunch ADP","Total Lunch Participation","F/R Lunch ADP","F/R Lunch Participation","Paid Lunch ADP","Paid Lunch Participation",BreakfastDays,BrkPaid,BrkFree,BrkReduced,BrkSvrNeedFree,BrkSvrNeedReduced,"Total F/R Breakfasts","Total Breakfasts","Breakfast ADP","Total Breakfast Participation","F/R Breakfast ADP","F/R Breakfast Participation","Paid Breakfast ADP","Paid Breakfast Participation","How many kids eligible for F/R ate lunch but not school breakfast?","Percentage of students eligible for F/R meals who eat both breakfast and lunch ","MSBC Goal","Breakfast ADP needed to reach goal ","Increase in breakfast ADP to reach goal ","Progress toward achieving MSBC goal","Breakfast Paid %","Breakfast Free %","Breakfast Reduced %","Breakfast Severe Free %","Breakfast Severe Reduced %","Estimated additional annual revenue if MSBC goal reached","CEP Eligible",County
"Weymouth Public Schools","WEYMOUTH HIGH SCHOOL",2729,2620,640,94,734,704.683034078417,0.268962990106266,1915.316965921583,17,6328,5301,650,5951,12279,722.2941176470588,0.275684777727885,350.05882352941177,0.49676068047702887,372.2352941176471,0.1943465759144156,17,124,0,0,1036,99,1135,1259,74.05882352941177,0.02826672653794342,66.76470588235294,0.09474430723263784,7.294117647058823,0.003808308377589686,283.29411764705884,0.19072424802554191,0.25,655,580.9411764705883,0.11306690615177369,0.09849086576648133,0,0,0.8228752978554408,0.07863383637807785,174300.34873615848,"Not Eligible",
"Whately School Committee","WHATELY ELEMENTARY SCHOOL",140,133,36,6,42,39.9,0.3,93.1,19,1060,477,96,573,1633,85.94736842105263,0.6462208151958845,30.157894736842106,0.7558369608231105,55.78947368421053,0.5992424670699306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.157894736842106,0,0.5,67,67,0,0,0,0,0,0,0,"Not Eligible",
"Whitman-Hanson Regional School District","HANSON MIDDLE SCHOOL",396,369,75,16,91,84.79545454545455,0.2297979797979798,284.20454545454544,17,876,528,127,655,1531,90.05882352941177,0.24406185238322972,38.529411764705884,0.45438062654705413,51.529411764705884,0.18131100500976083,17,26,1,0,0,0,1,27,1.588235294117647,0.00430416068866571,0.058823529411764705,0.0006937108802245101,1.5294117647058822,0.005381376861020298,38.470588235294116,0.0015267175572519084,0.25,92,90.41176470588235,0.017263427109974423,0.9629629629629629,0.037037037037037035,0,0,0,5575.392156862744,"Not Eligible",
"Whitman-Hanson Regional School District","INDIAN HEAD",321,299,57,10,67,62.40809968847352,0.2087227414330218,236.59190031152647,17,1261,564,116,680,1941,114.17647058823529,0.38186110564627185,40,0.6409424449658064,74.17647058823529,0.3135207523611978,17,180,127,18,0,0,145,325,19.11764705882353,0.0639386189258312,8.529411764705882,0.13667155076476756,10.588235294117647,0.04475316052737162,31.470588235294116,0.21323529411764705,0.25,75,55.88235294117647,0.2549019607843137,0.5538461538461539,0.39076923076923076,0.055384615384615386,0,0,8345.728506787329,"Not Eligible",
"Whitman-Hanson Regional School District","JOHN DUVAL JR. ELEMENTARY",448,417,136,32,168,156.375,0.375,260.625,17,1369,1200,250,1450,2819,165.8235294117647,0.3976583439131048,85.29411764705883,0.545445996144261,80.52941176470588,0.3089857525744111,17,98,0,0,209,44,253,351,20.647058823529413,0.049513330512060943,14.882352941176471,0.09517092208586073,5.764705882352941,0.02211877556778107,70.41176470588235,0.17448275862068965,0.5,209,188.35294117647058,0.09878975513650437,0.2792022792022792,0,0,0.5954415954415955,0.12535612535612536,47858.06757164404,"Not Eligible",
"Whitman-Hanson Regional School District","LOUISE A. CONLEY",564,525,147,32,179,166.62234042553192,0.3173758865248227,358.37765957446805,17,1776,1271,243,1514,3290,193.52941176470588,0.3686274509803922,89.05882352941177,0.5344950941270363,104.47058823529412,0.291509767543381,17,577,0,0,552,72,624,1201,70.6470588235294,0.1345658263305322,36.705882352941174,0.22029388291629498,33.94117647058823,0.09470784677507367,52.352941176470594,0.41215323645970936,0.5,263,192.3529411764706,0.2686199955267278,0.4804329725228976,0,0,0.45961698584512906,0.05995004163197336,37813.737375716315,"Not Eligible",
"Whitman-Hanson Regional School District","MAQUAN ELEMENTARY SCHOOL",447,416,75,13,88,81.89709172259508,0.19686800894854586,334.1029082774049,17,1211,428,78,506,1717,101,0.24278846153846154,29.764705882352942,0.36344032805429866,71.23529411764706,0.21321363074906416,17,59,97,0,0,0,97,156,9.176470588235293,0.022058823529411763,5.705882352941177,0.06967136723570547,3.4705882352941178,0.01038778217522278,24.058823529411764,0.191699604743083,0.25,104,94.82352941176471,0.08823529411764705,0.3782051282051282,0.6217948717948718,0,0,0,17325.35294117647,"Not Eligible",
"Whitman-Hanson Regional School District","NRC @ MAQUAN ELEMENTARY",12,11,1,0,1,0.9166666666666666,0.08333333333333333,10.083333333333332,17,0,7,0,7,7,0.4117647058823529,0.0374331550802139,0.4117647058823529,0.44919786096256686,0,0,17,0,0,0,8,0,8,8,0.47058823529411764,0.0427807486631016,0.47058823529411764,0.5133689839572193,0,0,0,1.1428571428571428,0.25,3,2.5294117647058822,0.1568627450980392,0,0,0,1,0,814.9764705882352,"Not Eligible",
"Whitman-Hanson Regional School District","WHITMAN HANSON REGIONAL HIGH SCHOOL",1174,1089,234,76,310,287.55536626916523,0.26405451448040884,801.4446337308348,17,2172,1717,499,2216,4388,258.11764705882354,0.23702263274455787,130.35294117647058,0.45331423602943355,127.76470588235294,0.15941800656595664,17,39,0,0,736,146,882,921,54.1764705882353,0.04974882514989467,51.88235294117647,0.18042561199366444,2.2941176470588234,0.002862478018449498,78.47058823529412,0.39801444043321305,0.25,272,217.8235294117647,0.19917820069204153,0.04234527687296417,0,0,0.7991313789359392,0.15852334419109662,69573.54481701476,"Not Eligible",
"Whitman-Hanson Regional School District","WHITMAN MIDDLE SCHOOL",575,535,147,42,189,175.85217391304346,0.32869565217391306,359.1478260869565,17,942,941,285,1226,2168,127.52941176470588,0.23837273227047828,72.11764705882354,0.4101038130724773,55.411764705882355,0.15428678856172753,17,49,0,0,152,34,186,235,13.823529411764707,0.02583837273227048,10.941176470588236,0.06221803363089785,2.8823529411764706,0.008025533587605785,61.176470588235304,0.15171288743882544,0.5,268,254.1764705882353,0.05158033362598771,0.20851063829787234,0,0,0.6468085106382979,0.14468085106382977,69667.28290362956,"Not Eligible",
"Whittier Regional Vocational Tech High","WHITTIER REG VOC HIGH",1246,1036,462,88,550,457.3033707865169,0.44141252006420545,578.6966292134832,16,4965,5028,905,5933,10898,681.125,0.6574565637065637,370.8125,0.8108676289926289,310.3125,0.5362265552190121,17,538,0,0,1564,165,1729,2267,133.35294117647058,0.1287190551896434,101.70588235294117,0.22240352652117357,31.647058823529413,0.05468678617765838,269.10661764705884,0.2742784624384053,0.5,518,384.6470588235294,0.2574381103792868,0.2373180414644905,0,0,0.6898985443317159,0.07278341420379356,100962.7776070993,"Not Eligible",
"Williamsburg School Department","ANNE T. DUNPHY",153,146,40,12,52,49.62091503267974,0.33986928104575165,96.37908496732027,15,551,306,45,351,902,60.13333333333333,0.41187214611872147,23.4,0.4715753424657534,36.733333333333334,0.38113386681133865,19,65,148,23,0,0,171,236,12.421052631578947,0.08507570295602018,9,0.18137513171759748,3.4210526315789473,0.03549579903916852,14.399999999999999,0.38461538461538464,0.5,73,60.578947368421055,0.17015140591204037,0.2754237288135593,0.6271186440677966,0.09745762711864407,0,0,12676.144736842105,"Not Eligible",
"Williamstown Public Schools","WILLIAMSTOWN ELEMENTARY SCHOOL",465,435,86,14,100,93.54838709677419,0.21505376344086022,341.4516129032258,19,2978,920,141,1061,4039,212.57894736842104,0.48868723532970354,55.8421052631579,0.5969328493647913,156.73684210526315,0.45903090271735075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8421052631579,0,0.25,109,109,0,0,0,0,0,0,0,"Not Eligible",
"Wilmington Public Schools","BOUTWELL SCHOOL",140,133,11,3,14,13.299999999999999,0.1,119.69999999999999,16,829,100,42,142,971,60.6875,0.45629699248120303,8.875,0.6672932330827068,51.8125,0.43285296574770266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.875,0,0.25,33,33,0,0,0,0,0,0,0,"Not Eligible",
"Wilmington Public Schools","NORTH INTERMEDIATE SCHOOL",302,269,39,11,50,44.5364238410596,0.16556291390728478,224.46357615894038,16,2124,465,111,576,2700,168.75,0.6273234200743495,36,0.8083271375464685,132.75,0.5914099840679766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0.25,67,67,0,0,0,0,0,0,0,"Not Eligible",
"Wilmington Public Schools","SHAWSHEEN ELEMENTARY SCHOOL",346,333,33,11,44,42.346820809248555,0.12716763005780346,290.6531791907514,16,2262,381,107,488,2750,171.875,0.5161411411411412,30.5,0.7202429702429702,141.375,0.48640445080842437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,0.25,83,83,0,0,0,0,0,0,0,"Not Eligible",
"Wilmington Public Schools","WEST INTERMEDIATE SCHOOL",248,237,32,13,45,43.00403225806452,0.1814516129032258,193.9959677419355,16,1463,405,139,544,2007,125.4375,0.5292721518987342,34,0.7906235349273323,91.4375,0.4713371162520006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.25,59,59,0,0,0,0,0,0,0,"Not Eligible",
"Wilmington Public Schools","WILDWOOD ELEMENTARY",171,164,21,4,25,23.976608187134502,0.14619883040935672,140.0233918128655,16,1002,214,25,239,1241,77.5625,0.4729420731707317,14.9375,0.6230030487804878,62.625,0.4472467006348146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9375,0,0.25,41,41,0,0,0,0,0,0,0,"Not Eligible",
"Wilmington Public Schools","WILMINGTON HIGH SCHOOL",870,821,105,27,132,124.56551724137931,0.15172413793103448,696.4344827586207,17,5733,1013,240,1253,6986,410.94117647058823,0.5005373647632012,73.70588235294117,0.5917037394074006,337.2352941176471,0.4842311839325315,18,502,333,53,0,0,386,888,49.333333333333336,0.06008932196508324,21.444444444444443,0.17215393890180733,27.88888888888889,0.0400452441390025,52.26143790849673,0.29094617362773784,0.25,205,155.66666666666666,0.24065040650406505,0.5653153153153153,0.375,0.059684684684684686,0,0,22914.55405405405,"Not Eligible",
"Wilmington Public Schools","WIMINGTON MIDDLE SCHOOL",839,805,88,24,112,107.46126340882003,0.133492252681764,697.53873659118,17,5662,1023,254,1277,6939,408.1764705882353,0.5070515162586774,75.11764705882354,0.6990206952346156,333.05882352941177,0.4774771723174049,18,378,172,18,0,0,190,568,31.555555555555557,0.03919944789510007,10.555555555555555,0.09822660948437345,21,0.03010585491298367,64.56209150326798,0.14052031671452186,0.25,201,169.44444444444446,0.15699281370923163,0.6654929577464789,0.3028169014084507,0.03169014084507042,0,0,21172.799295774646,"Not Eligible",
"Wilmington Public Schools","WOBURN STREET SCHOOL",376,362,45,13,58,55.84042553191489,0.15425531914893617,306.1595744680851,16,2446,568,176,744,3190,199.375,0.5507596685082873,46.5,0.8327300438178702,152.875,0.49933110948955833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0.25,91,91,0,0,0,0,0,0,0,"Not Eligible",
"Winchendon Public Schools","MEMORIAL ELEMENTARY",333,312,172,30,202,189.26126126126127,0.6066066066066066,122.73873873873873,19,806,2199,439,2638,3444,181.26315789473685,0.5809716599190283,138.8421052631579,0.7336002324928849,42.421052631578945,0.34562073121735637,18,1888,0,0,2355,514,2869,4757,264.27777777777777,0.8470441595441596,159.38888888888889,0.8421633028687484,104.88888888888889,0.8545703660207478,0,1.1479866902535591,0.8,250,0,1,0.3968887954593231,0,0,0.49505991170906033,0.10805129283161656,0,Eligible,
"Winchendon Public Schools","MURDOCK ACADEMY FOR SUCCESS",40,29,24,4,28,20.3,0.7,8.7,19,16,106,8,114,130,6.842105263157895,0.23593466424682397,6,0.29556650246305416,0.8421052631578947,0.09679370840895342,17,11,0,0,69,5,74,85,5,0.1724137931034483,4.352941176470588,0.21443059982613732,0.6470588235294118,0.07437457741717378,1.6470588235294121,0.7254901960784313,0.8,23,18,0.21739130434782608,0.12941176470588237,0,0,0.8117647058823529,0.058823529411764705,5232.028235294118,Eligible,
"Winchendon Public Schools","MURDOCK HIGH SCHOOL",301,273,144,34,178,161.44186046511626,0.5913621262458472,111.55813953488371,19,860,1775,357,2132,2992,157.47368421052633,0.57682668208984,112.21052631578948,0.6950522373349104,45.26315789473684,0.40573604116607975,17,196,0,0,987,152,1139,1335,78.52941176470588,0.2876535229476406,67,0.41501008354940944,11.529411764705882,0.10334890679223535,45.21052631578948,0.5970919324577861,0.5,137,58.470588235294116,0.5732073851438386,0.14681647940074907,0,0,0.7393258426966293,0.11385767790262172,16896.37070720423,Eligible,
"Winchendon Public Schools","MURDOCK MIDDLE SCHOOL",280,261,130,30,160,149.14285714285714,0.5714285714285714,111.85714285714286,19,938,1827,388,2215,3153,165.94736842105263,0.6358136721113128,116.57894736842105,0.7816596087920952,49.36842105263158,0.4413524232036029,17,301,0,0,1224,197,1421,1722,101.29411764705883,0.3881000676132522,83.58823529411765,0.5604575163398693,17.705882352941178,0.15829013597776276,32.9907120743034,0.7170096932678264,0.5,131,29.705882352941174,0.7732375392905254,0.17479674796747968,0,0,0.710801393728223,0.11440185830429733,8362.123078499691,Eligible,
"Winchendon Public Schools","TOY TOWN ELEMENTARY SCHOOL",293,273,139,29,168,156.53242320819112,0.5733788395904437,116.46757679180887,19,982,1829,430,2259,3241,170.57894736842104,0.6248313090418353,118.89473684210526,0.7595534165083038,51.68421052631579,0.4437647966069019,18,1815,0,0,1982,460,2442,4257,236.5,0.8663003663003663,135.66666666666666,0.866700098842956,100.83333333333333,0.8657631257631258,0,1.1410653681570015,0.5,137,0,1,0.4263565891472868,0,0,0.46558609349307023,0.10805731735964294,0,Eligible,
"Winchester Public Schools","AMBROSE ELEMENTARY",440,411,7,4,11,10.275,0.025,400.725,16,1717,42,40,82,1799,112.4375,0.2735705596107056,5.125,0.49878345498783455,107.3125,0.26779586998565097,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125,0,0.25,103,103,0,0,0,0,0,0,0,"Not Eligible",
"Winchester Public Schools","LINCOLN ELEMENTARY",422,393,10,0,10,9.312796208530806,0.023696682464454975,383.6872037914692,16,1900,115,0,115,2015,125.9375,0.32045165394402036,7.1875,0.7717875318066157,118.75,0.3094968996269671,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1875,0,0.25,98,98,0,0,0,0,0,0,0,"Not Eligible",
"Winchester Public Schools","LYNCH ELEMENTARY",502,473,50,12,62,58.418326693227094,0.12350597609561753,414.5816733067729,16,2241,481,105,586,2827,176.6875,0.373546511627907,36.625,0.6269436677351156,140.0625,0.3378405487218912,16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.625,0,0.25,118,118,0,0,0,0,0,0,0,"Not Eligible",
"Winchester Public Schools","MCCALL MIDDLE SCHOOL",1113,1069,48,11,59,56.66756513926325,0.053009883198562445,1012.3324348607367,18,4422,416,128,544,4966,275.8888888888889,0.2580812805321692,30.22222222222222,0.5333248772547341,245.66666666666666,0.24267390652208257,18,154,41,12,0,0,53,207,11.5,0.010757717492984098,2.9444444444444446,0.05195996046783255,8.555555555555555,0.008451330077883472,27.27777777777778,0.09742647058823531,0.25,267,255.5,0.04307116104868914,0.7439613526570048,0.19806763285024154,0.057971014492753624,0,0,28138.326086956517,"Not Eligible",
"Winchester Public Schools","MURACO ELEMENTARY",391,371,16,7,23,21.823529411764707,0.058823529411764705,349.1764705882353,16,1838,179,45,224,2062,128.875,0.3473719676549865,14,0.6415094339622641,114.875,0.3289883760107817,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.25,93,93,0,0,0,0,0,0,0,"Not Eligible",
"Winchester Public Schools","VINSON OWEN ELEMENTARY",447,421,9,2,11,10.360178970917225,0.024608501118568233,410.6398210290828,16,2211,100,18,118,2329,145.5625,0.3457541567695962,7.375,0.7118602893543512,138.1875,0.33651753415851293,16,0,10,0,0,0,10,10,0.625,0.0014845605700712589,0.625,0.06032714316562298,0,0,6.75,0.0847457627118644,0.25,105,104.375,0.005952380952380952,0,1,0,0,0,27241.875,"Not Eligible",
"Winchester Public Schools","WINCHESTER HIGH SCHOOL",1343,1293,87,19,106,102.0536113179449,0.07892777364110201,1190.9463886820552,18,8361,925,232,1157,9518,528.7777777777778,0.4089541978173069,64.27777777777777,0.6298432456008081,464.5,0.3900259528172655,19,1529,221,76,0,0,297,1826,96.10526315789474,0.07432734969674767,15.631578947368421,0.15317026752408316,80.47368421052632,0.06757120637443759,48.64619883040935,0.2431879179365874,0.25,323,226.89473684210526,0.29753951442072674,0.8373493975903614,0.12102957283680175,0.0416210295728368,0,0,20401.51487288868,"Not Eligible",
"Winthrop School Committee","ARTHUR T. CUMMINGS ELEMENTARY",457,448,149,35,184,180.37636761487965,0.4026258205689278,267.62363238512035,18,1476,1610,254,1864,3340,185.55555555555554,0.4141865079365079,103.55555555555556,0.5741082211870255,82,0.3064004447933019,18,184,0,0,363,99,462,646,35.888888888888886,0.08010912698412698,25.666666666666668,0.14229506340579712,10.222222222222221,0.03819626141054712,77.88888888888889,0.2478540772532189,0.5,224,188.11111111111111,0.16021825396825395,0.2848297213622291,0,0,0.5619195046439629,0.15325077399380804,47796.063157894736,"Near Eligible",
"Winthrop School Committee","Winthrop Middle School",471,462,155,35,190,186.36942675159236,0.4033970276008493,275.63057324840764,18,965,1580,183,1763,2728,151.55555555555554,0.328042328042328,97.94444444444444,0.5255392268550163,53.611111111111114,0.19450349966364203,18,47,185,22,0,0,207,254,14.11111111111111,0.030543530543530543,11.5,0.0617053998632946,2.611111111111111,0.009473227444757693,86.44444444444444,0.11741349971639252,0.5,231,216.88888888888889,0.061087061087061086,0.18503937007874016,0.7283464566929134,0.08661417322834646,0,0,49314.89763779527,"Near Eligible",
"Winthrop School Committee","FORT BANKS",480,447,138,33,171,159.24375,0.35625,287.75625,18,1780,1363,313,1676,3456,192,0.42953020134228187,93.11111111111111,0.5847081038415078,98.88888888888889,0.3436550514155257,18,214,0,0,197,54,251,465,25.833333333333332,0.057792692020879936,13.944444444444445,0.08756666710275564,11.88888888888889,0.04131583202411377,79.16666666666667,0.14976133651551313,0.5,224,198.16666666666666,0.11532738095238095,0.46021505376344085,0,0,0.4236559139784946,0.11612903225806452,40632.34903225806,"Not Eligible",
"Winthrop School Committee","WINTHROP HIGH SCHOOL",583,559,163,37,200,191.76672384219552,0.34305317324185247,367.2332761578044,18,1044,1302,274,1576,2620,145.55555555555554,0.2603856092228185,87.55555555555556,0.4565732458755715,58,0.15793775718482744,18,61,0,0,239,5,244,305,16.944444444444443,0.030312065195786123,13.555555555555555,0.07068773603657326,3.388888888888889,0.009228163973442984,74,0.1548223350253807,0.5,280,263.05555555555554,0.06051587301587301,0.2,0,0,0.7836065573770492,0.01639344262295082,70879.06885245902,"Not Eligible",
"Woburn Public Schools",GOODYEAR,303,287,111,20,131,124.08250825082509,0.43234323432343236,162.91749174917493,18,1253,1470,253,1723,2976,165.33333333333334,0.5760743321718932,95.72222222222223,0.7714400971708736,69.61111111111111,0.4272783134808092,18,124,0,0,310,35,345,469,26.055555555555557,0.0907859078590786,19.166666666666668,0.15446711173763863,6.888888888888889,0.042284525835291575,76.55555555555556,0.20023215322112595,0.5,144,117.94444444444444,0.18094135802469136,0.26439232409381663,0,0,0.6609808102345416,0.07462686567164178,30113.555437100207,"Near Eligible",
"Woburn Public Schools",SHAMROCK,242,227,133,18,151,141.6404958677686,0.6239669421487604,85.35950413223141,18,1165,1657,227,1884,3049,169.38888888888889,0.7462065589818894,104.66666666666667,0.7389600412327022,64.72222222222223,0.7582310005217495,18,0,0,0,1103,0,1103,1103,61.27777777777778,0.2699461576113559,61.27777777777778,0.4326289413374047,0,0,43.38888888888889,0.585456475583864,0.8,182,120.72222222222223,0.3366910866910867,0,0,0,1,0,38896.700000000004,"Near Eligible",
"Woburn Public Schools","CLYDE REEVES",426,407,74,25,99,94.58450704225352,0.2323943661971831,312.4154929577465,18,2118,995,299,1294,3412,189.55555555555554,0.4657384657384657,71.88888888888889,0.760049305503851,117.66666666666667,0.3766351839746335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.88888888888889,0,0.25,102,102,0,0,0,0,0,0,0,"Not Eligible",
"Woburn Public Schools","DANIEL L. JOYCE JR. HIGH",519,499,130,25,155,149.02697495183045,0.29865125240847784,349.9730250481696,18,2585,1682,290,1972,4557,253.16666666666666,0.5073480293921175,109.55555555555556,0.7351390953950913,143.61111111111111,0.41034908645129087,18,238,0,0,545,13,558,796,44.22222222222222,0.08862168782008462,31,0.20801603206412825,13.222222222222221,0.0377806895842968,78.55555555555556,0.2829614604462475,0.5,250,205.77777777777777,0.17688888888888887,0.2989949748743719,0,0,0.6846733668341709,0.016331658291457288,49981.664321608056,"Not Eligible",
