"School District",SchoolName,Enrollment,AvgDailyAtt,FreeApps,ReducedApps,"Total F/R Apps","F/R ADA","F/R %","Paid ADA",LunchDays,LunchPaid,LunchFree,LunchReduced,"Total F/R Lunches","Total Lunches","Lunch ADP","Total Lunch Participation","F/R Lunch ADP","F/R Lunch Participation","Paid Lunch ADP","Paid Lunch Participation",BreakfastDays,BrkPaid,BrkFree,BrkReduced,BrkSvrNeedFree,BrkSvrNeedReduced,"Total F/R Breakfasts","Total Breakfasts","Breakfast ADP","Total Breakfast Participation","F/R Breakfast ADP","F/R Breakfast Participation","Paid Breakfast ADP","Paid Breakfast Participation","How many kids eligible for F/R ate lunch but not school breakfast?","Percentage of students eligible for F/R meals who eat both breakfast and lunch ","MSBC Goal","Breakfast ADP needed to reach goal ","Increase in breakfast ADP to reach goal ","Progress toward achieving MSBC goal","Breakfast Paid %","Breakfast Free %","Breakfast Reduced %","Breakfast Severe Free %","Breakfast Severe Reduced %","Estimated additional annual revenue if MSBC goal reached","CEP Eligible",County
"Methuen Public Schools","METHUEN HIGH SCHOOL",1979,1794,772,196,968,877.5098534613442,0.48913592723597776,916.490146538656,17,6180,8098,1882,9980,16160,950.5882352941177,0.5298708112007345,587.0588235294117,0.6690053920349199,363.52941176470586,0.3966539227264598,17,236,0,0,1327,214,1541,1777,104.52941176470588,0.05826611581087285,90.6470588235294,0.10330033157573264,13.882352941176471,0.015147301903469988,496.4117647058823,0.15440881763527053,0.5,897,792.4705882352941,0.1165322316217457,0.13280810354530106,0,0,0.7467642093415869,0.12042768711311198,232260.41955708567,"Near Eligible",
"Methuen Public Schools","TENNY MIDDLE SCHOOL",1382,1316,691,156,847,806.5499276410999,0.6128798842257598,509.4500723589001,17,4077,8753,1770,10523,14600,858.8235294117648,0.6526014661183622,619,0.7674664379555233,239.8235294117647,0.47074981911635205,17,358,0,0,1465,119,1584,1942,114.23529411764706,0.08680493473985339,93.17647058823529,0.11552473987660827,21.058823529411764,0.041336383429888164,525.8235294117648,0.15052741613608286,0.8,1053,938.7647058823529,0.10848555946595162,0.184346035015448,0,0,0.7543769309989702,0.061277033985581875,259162.28767189677,"Near Eligible",
"Methuen Public Schools","ARLINGTON NEIGHBORHOOD WEED",126,126,126,0,126,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,101,101,0,0,0,0,0,0,0,"Not Eligible",
"Methuen Public Schools",MARSH,1205,1146,390,87,477,453.64481327800826,0.395850622406639,692.3551867219917,17,4536,4731,908,5639,10175,598.5294117647059,0.5222769736166718,331.70588235294116,0.7312017522167966,266.8235294117647,0.3853853260998318,17,250,0,0,1042,114,1156,1406,82.70588235294117,0.0721691818088492,68,0.14989700754790156,14.705882352941176,0.021240372911145933,263.70588235294116,0.20500088668203584,0.5,573,490.29411764705884,0.1443383636176984,0.17780938833570412,0,0,0.7411095305832148,0.08108108108108109,136738.07765040582,"Not Eligible",
"Methuen Public Schools","METHUEN COMPREHENSIVE GRAMMER",1119,1068,398,101,499,476.25737265415546,0.4459338695263628,591.7426273458445,17,3149,4876,1010,5886,9035,531.4705882352941,0.49763163692443274,346.2352941176471,0.7269919879415143,185.23529411764707,0.31303354796068483,17,193,0,0,975,107,1082,1275,75,0.0702247191011236,63.64705882352941,0.13364004943131472,11.352941176470589,0.01918560646440526,282.5882352941177,0.18382602786272512,0.5,534,459,0.1404494382022472,0.15137254901960784,0,0,0.7647058823529411,0.08392156862745098,131335.344,"Not Eligible",
"Middleborough Public Schools","MEMORIAL EARLY CHILDHOOD CTR.",235,220,105,19,124,116.08510638297872,0.5276595744680851,103.91489361702128,18,837,996,131,1127,1964,109.11111111111111,0.495959595959596,62.611111111111114,0.5393552460084718,46.5,0.4474815724815725,18,90,0,0,305,31,336,426,23.666666666666668,0.10757575757575757,18.666666666666668,0.1608015640273705,5,0.04811629811629812,43.94444444444444,0.2981366459627329,0.5,110,86.33333333333333,0.21515151515151515,0.2112676056338028,0,0,0.715962441314554,0.07276995305164319,23264.03661971831,"Near Eligible",
"Middleborough Public Schools","HENRY B BURKLAND INTERMED",570,550,242,45,287,276.9298245614035,0.5035087719298246,273.0701754385965,18,2101,2967,386,3353,5454,303,0.5509090909090909,186.27777777777777,0.6726533628972653,116.72222222222223,0.4274440518256773,18,152,0,0,660,72,732,884,49.111111111111114,0.0892929292929293,40.666666666666664,0.14684827367754197,8.444444444444445,0.030924081807474035,145.61111111111111,0.2183119594393081,0.5,275,225.88888888888889,0.1785858585858586,0.17194570135746606,0,0,0.746606334841629,0.08144796380090498,63357.84705882354,"Not Eligible",
"Middleborough Public Schools","JOHN NICHOLS JR. MIDDLE SCHOOL",791,740,272,45,317,296.5613147914033,0.40075853350189633,443.4386852085967,18,3490,3493,481,3974,7464,414.6666666666667,0.5603603603603604,220.77777777777777,0.7444591278976137,193.88888888888889,0.4372394546445179,18,91,0,0,618,27,645,736,40.888888888888886,0.05525525525525525,35.833333333333336,0.1208294256401512,5.055555555555555,0.011400799533710926,184.94444444444443,0.1623049823855058,0.5,370,329.1111111111111,0.1105105105105105,0.12364130434782608,0,0,0.8396739130434783,0.036684782608695655,95778.04076086957,"Not Eligible",
"Middleborough Public Schools","M.K. GOODE ELEMENTARY",590,566,196,35,231,221.60338983050846,0.39152542372881355,344.3966101694915,18,2784,2370,397,2767,5551,308.3888888888889,0.5448566941499804,153.72222222222223,0.6936817272506319,154.66666666666666,0.44909462549747203,18,223,0,0,675,44,719,942,52.333333333333336,0.09246171967020024,39.94444444444444,0.18025195587033044,12.38888888888889,0.03597273760270699,113.77777777777779,0.25984821105890854,0.5,283,230.66666666666666,0.18492343934040048,0.2367303609341826,0,0,0.7165605095541401,0.04670912951167728,60257.33248407643,"Not Eligible",
"Middleborough Public Schools","MIDDLEBOROUGH HIGH",743,702,272,45,317,299.50740242261105,0.4266487213997308,402.49259757738895,18,3149,2940,242,3182,6331,351.72222222222223,0.5010288065843621,176.77777777777777,0.5902284095414133,174.94444444444446,0.43465257621491327,18,96,0,0,1049,19,1068,1164,64.66666666666667,0.09211775878442546,59.333333333333336,0.19810306140484898,5.333333333333333,0.013250761294579761,117.44444444444443,0.3356379635449403,0.5,351,286.3333333333333,0.18423551756885093,0.08247422680412371,0,0,0.9012027491408935,0.01632302405498282,86175.41134020618,"Not Eligible",
"Middleton Public Schools","FULLER MEADOW",229,220,18,9,27,25.938864628820962,0.11790393013100436,194.06113537117903,18,1485,227,107,334,1819,101.05555555555556,0.45934343434343433,18.555555555555557,0.7153572764683876,82.5,0.4251237623762376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.555555555555557,0,0.25,55,55,0,0,0,0,0,0,0,"Not Eligible",
"Middleton Public Schools","HOWE MANNING",379,364,34,13,47,45.13984168865435,0.12401055408970976,318.86015831134563,18,2048,393,124,517,2565,142.5,0.3914835164835165,28.72222222222222,0.6362942612942614,113.77777777777777,0.3568265736940436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.72222222222222,0,0.25,91,91,0,0,0,0,0,0,0,"Not Eligible",
"Milford Public Schools","BROOKSIDE ELEMENTARY",476,437,205,36,241,221.25420168067225,0.5063025210084033,215.74579831932772,17,1626,2774,391,3165,4791,281.8235294117647,0.6449051016287521,186.1764705882353,0.8414595934179668,95.6470588235294,0.44333219728321727,18,193,0,0,1053,42,1095,1288,71.55555555555556,0.16374269005847952,60.833333333333336,0.2749476975860181,10.722222222222221,0.049698405743003826,125.34313725490196,0.3267509215376514,0.5,219,147.44444444444446,0.3267376966007103,0.1498447204968944,0,0,0.8175465838509317,0.03260869565217391,41840.680900621126,Eligible,
"Milford Public Schools","MEMORIAL ELEMENTARY",469,431,206,41,247,226.98720682302772,0.5266524520255863,204.01279317697228,17,1893,2826,480,3306,5199,305.8235294117647,0.709567353623584,194.47058823529412,0.8567469107935874,111.3529411764706,0.5458135219974991,18,334,0,0,1045,178,1223,1557,86.5,0.20069605568445475,67.94444444444444,0.2993316028485158,18.555555555555557,0.09095290185777426,126.52614379084967,0.3493815957518317,0.5,216,129.5,0.40046296296296297,0.2145150931278099,0,0,0.6711624919717405,0.11432241490044959,35073.83988439306,Eligible,
"Milford Public Schools",WOODLAND,964,886,415,83,498,457.70539419087135,0.516597510373444,428.2946058091286,17,3424,5444,1033,6477,9901,582.4117647058823,0.6573496215642013,381,0.8324131741412604,201.41176470588235,0.4702645374797048,18,580,0,0,2931,433,3364,3944,219.11111111111111,0.2473037371457236,186.88888888888889,0.4083169900570428,32.22222222222222,0.07523378017182453,194.11111111111111,0.4905220180810732,0.5,443,223.88888888888889,0.4946074742914472,0.14705882352941177,0,0,0.7431541582150102,0.10978701825557809,64633.88387423934,Eligible,
"Milford Public Schools","MILFORD HIGH",1158,1065,403,72,475,436.85233160621766,0.41018998272884283,628.1476683937824,17,5706,4724,786,5510,11216,659.7647058823529,0.6194973764153549,324.11764705882354,0.7419386909693454,335.6470588235294,0.5343441927943511,18,450,0,0,2299,203,2502,2952,164,0.1539906103286385,139,0.3181853224610823,25,0.039799558699193695,185.11764705882354,0.42885662431941923,0.5,533,369,0.3076923076923077,0.1524390243902439,0,0,0.7787940379403794,0.0687669376693767,105175.79999999999,"Near Eligible",
"Milford Public Schools","STACY MIDDLE SCHOOL",977,898,369,76,445,409.0174002047083,0.4554759467758444,488.9825997952917,17,3634,4870,843,5713,9347,549.8235294117648,0.6122756452246824,336.05882352941177,0.8216247606121851,213.76470588235293,0.4371621934437824,18,309,0,0,1094,100,1194,1503,83.5,0.09298440979955457,66.33333333333333,0.16217728952395252,17.166666666666668,0.03510690702256756,269.72549019607845,0.19738607853433687,0.5,449,365.5,0.18596881959910913,0.2055888223552894,0,0,0.7278775781769794,0.0665335994677312,98923.9976047904,"Near Eligible",
"Millbury School Department","ELMWOOD STREET SCHOOL",512,490,203,28,231,221.07421875,0.451171875,268.92578125,18,2514,2450,329,2779,5293,294.05555555555554,0.6001133786848072,154.38888888888889,0.6983577269291554,139.66666666666666,0.5193502311956811,18,330,0,0,925,104,1029,1359,75.5,0.1540816326530612,57.166666666666664,0.2585858585858586,18.333333333333332,0.06817246471542353,97.22222222222223,0.3702770780856423,0.5,245,169.5,0.3081632653061224,0.24282560706401765,0,0,0.6806475349521707,0.07652685798381163,44274.522516556295,"Not Eligible",
"Millbury School Department","MILLBURY JR. SR. MEMORIAL HIGH",717,682,206,28,234,222.5774058577406,0.3263598326359833,459.4225941422594,18,2199,2266,251,2517,4716,262,0.3841642228739003,139.83333333333334,0.6282458580845678,122.16666666666667,0.2659134927718378,18,195,0,0,842,39,881,1076,59.77777777777778,0.08765070055392636,48.94444444444444,0.21989853038240134,10.833333333333334,0.02358032336994469,90.8888888888889,0.3500198649185538,0.5,341,281.22222222222223,0.17530140110785272,0.1812267657992565,0,0,0.7825278810408922,0.0362453531598513,77491.41059479554,"Not Eligible",
"Millbury School Department","RAYMOND E SHAW ELEM. SCHOOL",435,422,143,27,170,164.91954022988506,0.39080459770114945,257.08045977011494,18,2081,2041,250,2291,4372,242.88888888888889,0.5755660874144286,127.27777777777777,0.771756806988198,115.61111111111111,0.4497078899520105,18,127,0,0,436,41,477,604,33.55555555555556,0.07951553449183782,26.5,0.16068441594647337,7.055555555555555,0.027444931294524428,100.77777777777777,0.20820602357049325,0.5,211,177.44444444444446,0.15903106898367564,0.21026490066225165,0,0,0.7218543046357616,0.06788079470198675,47816.40099337749,"Not Eligible",
"Millis Public Schools","CLYDE F BROWN",428,423,57,29,86,84.99532710280374,0.20093457943925233,338.00467289719626,17,1946,677,253,930,2876,169.1764705882353,0.3999443749130858,54.705882352941174,0.6436339998641712,114.47058823529412,0.33866569729380697,19,472,328,60,0,0,388,860,45.26315789473684,0.10700510140599727,20.42105263157895,0.24026088642354693,24.842105263157894,0.07349633675246138,34.28482972136223,0.3732880588568195,0.25,106,60.73684210526316,0.4270109235352532,0.5488372093023256,0.3813953488372093,0.06976744186046512,0,0,9180.868053855569,"Not Eligible",
"Millis Public Schools","MILLIS MIDDLE/HIGH SCHOOL",801,783,115,36,151,147.6067415730337,0.18851435705368288,635.3932584269662,17,4188,1095,329,1424,5612,330.11764705882354,0.4216061903688679,83.76470588235294,0.5674856377810316,246.35294117647058,0.38771727258542676,18,980,716,133,0,0,849,1829,101.61111111111111,0.12977153398609337,47.166666666666664,0.31954276724772274,54.44444444444444,0.08568621672069948,36.59803921568628,0.5630852059925093,0.25,196,94.38888888888889,0.5184240362811792,0.5358119190814653,0.391470749043193,0.07271733187534171,0,0,14537.179059595404,"Not Eligible",
"Milton School Committee","CHARLES S. PIERCE MIDDLE SCH",908,875,135,16,151,145.51211453744494,0.16629955947136563,729.487885462555,17,6799,1853,193,2046,8845,520.2941176470588,0.5946218487394958,120.3529411764706,0.8270991151427458,399.94117647058823,0.5482492368149373,18,1083,684,102,0,0,786,1869,103.83333333333333,0.11866666666666666,43.666666666666664,0.3000895616524755,60.166666666666664,0.08247795181480783,76.68627450980392,0.36282176604757244,0.25,219,115.16666666666667,0.4741248097412481,0.579454253611557,0.36597110754414125,0.05457463884430177,0,0,16584,"Not Eligible",
"Milton School Committee",CUNNINGHAM/COLLICOT,1195,1157,99,16,115,111.34309623430963,0.09623430962343096,1045.6569037656905,17,10591,1154,211,1365,11956,703.2941176470588,0.6078600843967664,80.29411764705883,0.7211414121095434,623,0.5957977207977208,18,1997,366,10,0,0,376,2373,131.83333333333334,0.1139441083261308,20.88888888888889,0.18760829899080997,110.94444444444444,0.10610023617202143,59.40522875816994,0.26015466015466016,0.25,289,157.16666666666666,0.4561707035755479,0.8415507796038769,0.15423514538558786,0.004214075010535188,0,0,13677.672566371679,"Not Eligible",
"Milton School Committee",GLOVER,587,559,30,5,35,33.3304940374787,0.059625212947189095,525.6695059625213,17,5039,428,80,508,5547,326.29411764705884,0.583710407239819,29.88235294117647,0.8965469550968869,296.4117647058824,0.563874756560476,18,750,109,16,0,0,125,875,48.611111111111114,0.08696084277479627,6.944444444444445,0.20835108044410372,41.666666666666664,0.07926399799503946,22.937908496732028,0.2323928258967629,0.25,140,91.38888888888889,0.34722222222222227,0.8571428571428571,0.12457142857142857,0.018285714285714287,0,0,7727.740000000001,"Not Eligible",
"Milton School Committee","MILTON HIGH",1011,951,155,46,201,189.07121661721067,0.19881305637982197,761.9287833827892,17,8463,2093,551,2644,11107,653.3529411764706,0.6870167625409785,155.52941176470588,0.8225969798437762,497.8235294117647,0.6533727826917659,18,1435,910,265,0,0,1175,2610,145,0.15247108307045215,65.27777777777777,0.3452549729446005,79.72222222222223,0.10463211780538573,90.25163398692811,0.41971339720961504,0.25,238,93,0.6092436974789915,0.5498084291187739,0.3486590038314176,0.10153256704980843,0,0,14198.53448275862,"Not Eligible",
"Milton School Committee",TUCKER,414,399,111,17,128,123.3623188405797,0.30917874396135264,275.63768115942025,17,3166,1557,253,1810,4976,292.70588235294116,0.7335987026389503,106.47058823529412,0.8630722025652366,186.23529411764707,0.6756525208537594,18,1183,0,0,885,126,1011,2194,121.88888888888889,0.3054859370648844,56.166666666666664,0.4552984022556391,65.72222222222223,0.2384370015948964,50.30392156862745,0.5275322283609576,0.5,200,78.11111111111111,0.6094444444444445,0.5391978122151322,0,0,0.4033728350045579,0.05742935278030994,14113.766362807657,"Not Eligible",
"Minuteman Regional Vocational Tech","MINUTEMAN HIGH SCHOOL",527,496,138,35,173,162.8235294117647,0.32827324478178366,333.1764705882353,18,1880,1239,275,1514,3394,188.55555555555554,0.3801523297491039,84.11111111111111,0.5165783558124599,104.44444444444444,0.313480853735091,18,840,0,0,835,129,964,1804,100.22222222222223,0.20206093189964158,53.55555555555556,0.328917790622993,46.666666666666664,0.1400659133709981,30.555555555555557,0.6367239101717305,0.5,248,147.77777777777777,0.40412186379928317,0.4656319290465632,0,0,0.46286031042128606,0.07150776053215077,29729.77605321508,"Not Eligible",
"Mohawk Trail Regional School District","BUCKLAND SHELBURNE SCHOOL",290,274,120,29,149,140.7793103448276,0.5137931034482759,133.2206896551724,19,977,1354,262,1616,2593,136.47368421052633,0.49807913945447563,85.05263157894737,0.6041557624527197,51.421052631578945,0.3859839846549126,19,167,0,0,452,26,478,645,33.94736842105263,0.12389550518632347,25.157894736842106,0.17870448914133666,8.789473684210526,0.06597679164521024,59.89473684210526,0.2957920792079208,0.5,137,103.05263157894737,0.24779101037264695,0.2589147286821705,0,0,0.7007751937984497,0.040310077519379844,26271.806511627907,Eligible,
"Mohawk Trail Regional School District","MOHAWK TRAIL REGIONAL HIGH SCH",394,353,158,34,192,172.0203045685279,0.4873096446700508,180.97969543147207,19,869,1503,198,1701,2570,135.26315789473685,0.3831817504100194,89.52631578947368,0.5204403980915462,45.73684210526316,0.2527180852869841,19,165,0,0,515,36,551,716,37.68421052631579,0.10675413746831668,29,0.16858474976392826,8.68421052631579,0.04798444657347799,60.526315789473685,0.3239271017048795,0.5,177,139.31578947368422,0.21290514421647339,0.23044692737430167,0,0,0.7192737430167597,0.05027932960893855,36655.268406351075,Eligible,
"Mohawk Trail Regional School District","COLRAIN CENTRAL SCHOOL",106,106,38,9,47,47,0.44339622641509435,59,19,666,515,82,597,1263,66.47368421052632,0.6271102284011917,31.42105263157895,0.6685330347144457,35.05263157894737,0.5941123996431757,19,189,0,0,263,0,263,452,23.789473684210527,0.22442899702085403,13.842105263157896,0.2945128779395297,9.947368421052632,0.16859946476360393,17.578947368421055,0.440536013400335,0.5,53,29.210526315789473,0.44885799404170806,0.41814159292035397,0,0,0.581858407079646,0,6135.800302748021,"Near Eligible",
"Mohawk Trail Regional School District","SANDERSON ACADEMY",170,163,61,7,68,65.2,0.4,97.8,19,809,635,42,677,1486,78.21052631578948,0.4798191798514692,35.63157894736842,0.546496609622215,42.578947368421055,0.43536756000430527,19,177,0,0,126,0,126,303,15.947368421052632,0.0978366160800775,6.631578947368421,0.10171133354859542,9.31578947368421,0.09525347110106555,28.999999999999996,0.18611521418020682,0.5,82,66.05263157894737,0.1944801026957638,0.5841584158415841,0,0,0.4158415841584158,0,10933.607087024493,"Near Eligible",
"Monomoy Regional School District","CHATHAM ELEMENTARY",249,232,97,30,127,118.32931726907631,0.5100401606425703,113.6706827309237,18,1054,999,354,1353,2407,133.72222222222223,0.576388888888889,75.16666666666667,0.6352328265001358,58.55555555555556,0.5151333144902959,18,162,0,0,471,129,600,762,42.333333333333336,0.1824712643678161,33.333333333333336,0.28169970133043715,9,0.07917608818541548,41.833333333333336,0.4434589800443459,0.5,116,73.66666666666666,0.3649425287356322,0.2125984251968504,0,0,0.6181102362204725,0.16929133858267717,20208.448818897636,Eligible,
"Monomoy Regional School District","HARWICH ELEMENTARY",558,531,189,46,235,223.6290322580645,0.4211469534050179,307.3709677419355,18,2151,2204,444,2648,4799,266.6111111111111,0.5020924879681942,147.11111111111111,0.6578354770204753,119.5,0.3887810253450176,18,339,0,0,724,147,871,1210,67.22222222222223,0.12659552207574806,48.388888888888886,0.21638017389910646,18.833333333333332,0.06127232338073498,98.72222222222223,0.3289274924471299,0.5,266,198.77777777777777,0.2527151211361738,0.2801652892561983,0,0,0.5983471074380166,0.12148760330578512,50414.02,"Near Eligible",
"Monomoy Regional School District","MONOMOY REGIONAL MIDDLE SCHOOL",460,437,146,42,188,178.6,0.40869565217391307,258.4,18,852,1183,269,1452,2304,128,0.2929061784897025,80.66666666666667,0.4516610675625234,47.333333333333336,0.18317853457172345,18,174,0,0,532,78,610,784,43.55555555555556,0.09966946351385711,33.888888888888886,0.18974741819086724,9.666666666666666,0.037409700722394225,46.777777777777786,0.4201101928374655,0.5,219,175.44444444444446,0.1988838153221715,0.22193877551020408,0,0,0.6785714285714286,0.09948979591836735,47027.61479591837,"Near Eligible",
"Monomoy Regional School District","MONOMOY REGIONAL HIGH SCHOOL",609,566,167,52,219,203.5369458128079,0.35960591133004927,362.4630541871921,18,1283,1600,454,2054,3337,185.38888888888889,0.3275422065174715,114.11111111111111,0.5606407753413901,71.27777777777777,0.19664839479327112,18,91,0,0,395,68,463,554,30.77777777777778,0.054377699254024345,25.72222222222222,0.1263761825623484,5.055555555555555,0.01394778170396545,88.38888888888889,0.22541382667964946,0.5,283,252.22222222222223,0.10875539850804869,0.16425992779783394,0,0,0.7129963898916968,0.12274368231046931,71826.24187725631,"Not Eligible",
"Monson Public Schools","QUARRY HILL COMM SCHOOL",339,320,138,31,169,159.52802359882006,0.49852507374631266,160.47197640117994,17,1679,1724,388,2112,3791,223,0.696875,124.23529411764706,0.7787678384963453,98.76470588235294,0.615463884083045,20,152,0,0,751,112,863,1015,50.75,0.15859375,43.15,0.2704853920118343,7.6,0.047360294117647056,81.08529411764707,0.3473248106060606,0.5,160,109.25,0.3171875,0.1497536945812808,0,0,0.7399014778325124,0.1103448275862069,31463.41876847291,"Near Eligible",
"Monson Public Schools","GRANITE VALLEY MIDDLE SCHOOL",283,267,79,17,96,90.57243816254417,0.3392226148409894,176.42756183745584,17,1067,1016,182,1198,2265,133.23529411764707,0.49900859220092536,70.47058823529412,0.7780577586839978,62.76470588235294,0.3557534051294014,20,185,0,0,620,35,655,840,42,0.15730337078651685,32.75,0.3615890293383271,9.25,0.05242944981874261,37.720588235294116,0.46473288814691155,0.5,134,92,0.31343283582089554,0.22023809523809523,0,0,0.7380952380952381,0.041666666666666664,24415.157142857144,"Not Eligible",
"Monson Public Schools","MONSON HIGH",258,241,54,18,72,67.25581395348837,0.27906976744186046,173.74418604651163,17,850,621,183,804,1654,97.29411764705883,0.40371003173053455,47.294117647058826,0.7031974615572371,50,0.28777941373310134,20,141,419,54,0,0,473,614,30.7,0.12738589211618256,23.65,0.3516424619640387,7.05,0.04057689733636729,23.644117647058827,0.5000621890547263,0.25,60,29.3,0.5116666666666666,0.2296416938110749,0.6824104234527687,0.08794788273615635,0,0,6393.651302931596,"Not Eligible",
"Montachusett Regional Voc Tech","MONTACHUSETT REG VOC TECH SCHOOL",1391,1326,390,131,521,496.6542056074766,0.3745506829618979,829.3457943925233,19,6874,4811,1492,6303,13177,693.5263157894736,0.5230213542907041,331.7368421052632,0.6679432860122532,361.7894736842105,0.436234772190788,19,216,0,0,978,184,1162,1378,72.52631578947368,0.054695562435500514,61.1578947368421,0.12313979031353929,11.368421052631579,0.013707697234973846,270.5789473684211,0.18435665556084402,0.5,663,590.4736842105264,0.10939112487100103,0.1567489114658926,0,0,0.7097242380261248,0.13352685050798258,169684.6540218471,"Not Eligible",
"Mount Greylock Regional School District","MT. GREYLOCK REGIONAL SCHOOL DISTRICT",534,503,83,28,111,104.5561797752809,0.20786516853932585,398.4438202247191,17,1809,744,134,878,2687,158.05882352941177,0.3142322535375979,51.64705882352941,0.49396466985053117,106.41176470588235,0.2670684279803034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.64705882352941,0,0.25,126,126,0,0,0,0,0,0,0,"Not Eligible",
"Mystic Valley Advantage Regional Charter","MYSTIC VALLEY .REG.CHTR.SCH",1046,1000,226,26,252,240.91778202676863,0.24091778202676864,759.0822179732313,19,2579,2682,277,2959,5538,291.4736842105263,0.2914736842105263,155.73684210526315,0.6464314954051796,135.73684210526315,0.17881704891952804,18,719,0,0,1486,112,1598,2317,128.72222222222223,0.12872222222222224,88.77777777777777,0.36849823633156964,39.94444444444444,0.052622026308424295,66.95906432748538,0.5700499417971536,0.25,250,121.27777777777777,0.514888888888889,0.3103150625809236,0,0,0.641346568839016,0.04833836858006042,29298.74302977989,"Not Eligible",
"Mystic Valley Advantage Regional Charter","MYSTIC VALLEY AT EASTERN AVE.",155,148,44,11,55,52.516129032258064,0.3548387096774194,95.48387096774194,19,497,549,148,697,1194,62.8421052631579,0.42460881934566147,36.68421052631579,0.698532264321738,26.157894736842106,0.27395092460881937,18,79,0,0,350,57,407,486,27,0.18243243243243243,22.61111111111111,0.4305555555555555,4.388888888888889,0.04596471471471472,14.073099415204677,0.6163717519528137,0.5,74,47,0.36486486486486486,0.16255144032921812,0,0,0.720164609053498,0.11728395061728394,13392.040740740744,"Not Eligible",
"Mystic Valley Advantage Regional Charter","MYSTIC VALLEY UPPER SCHOOL",362,344,77,4,81,76.97237569060773,0.22375690607734808,267.02762430939225,18,178,466,24,490,668,37.111111111111114,0.1078811369509044,27.22222222222222,0.35366223243053563,9.88888888888889,0.03703320551371533,18,0,0,0,2,0,2,2,0.1111111111111111,0.0003229974160206718,0.1111111111111111,0.0014435193160430024,0,0,27.11111111111111,0.004081632653061224,0.25,86,85.88888888888889,0.0012919896640826872,0,0,0,1,0,27673.4,"Not Eligible",
"Nahant Public Schools","Johnson Elementary School",148,97,22,3,25,16.385135135135133,0.16891891891891891,80.61486486486486,17,335,203,26,229,564,33.1764705882353,0.34202546998180716,13.470588235294118,0.8221224984839297,19.705882352941178,0.2444447731317823,17,0,38,0,0,0,38,38,2.235294117647059,0.02304426925409339,2.235294117647059,0.1364220739842329,0,0,11.235294117647058,0.16593886462882096,0.25,24,21.764705882352942,0.09313725490196079,0,1,0,0,0,5680.588235294118,"Not Eligible",
"Nantucket School Committee","NANTUCKET ELEMENTARY",369,345,138,22,160,149.59349593495935,0.43360433604336046,195.40650406504065,19,1622,1740,210,1950,3572,188,0.5449275362318841,102.63157894736842,0.6860697940503433,85.36842105263158,0.4368760469928722,19,0,0,0,131,4,135,135,7.105263157894737,0.020594965675057208,7.105263157894737,0.04749713958810069,0,0,95.52631578947368,0.06923076923076923,0.5,173,165.89473684210526,0.04107088530574993,0,0,0,0.9703703703703703,0.02962962962962963,53716.71578947369,"Near Eligible",
"Nantucket School Committee","Nantucket intermediate school",380,377,137,26,163,161.71315789473684,0.42894736842105263,215.28684210526316,19,1897,1989,316,2305,4202,221.1578947368421,0.5866257154823398,121.3157894736842,0.7501912092561553,99.84210526315789,0.4637631556430221,19,0,108,16,0,0,124,124,6.526315789473684,0.01731118246544744,6.526315789473684,0.04035735789490814,0,0,114.78947368421052,0.053796095444685464,0.5,189,182.47368421052633,0.034530771372876634,0,0.8709677419354839,0.12903225806451613,0,0,48897.061120543294,"Near Eligible",
"Nantucket School Committee","NANTUCKET MIDDLE HIGH",896,836,263,48,311,290.17410714285717,0.3470982142857143,545.8258928571429,19,1735,3023,454,3477,5212,274.3157894736842,0.32812893477713423,183,0.6306558562439422,91.3157894736842,0.16729838336486533,19,34,0,0,221,50,271,305,16.05263157894737,0.019201712415008815,14.263157894736842,0.049153792649441565,1.7894736842105263,0.0032784697604642202,168.73684210526315,0.07794075352315215,0.5,418,401.9473684210526,0.03840342483001763,0.11147540983606558,0,0,0.7245901639344262,0.16393442622950818,121048.36089732526,"Not Eligible",
"Narragansett Regional School District","PHILLIPSTON MEMORIAL",169,161,56,13,69,65.73372781065089,0.40828402366863903,95.26627218934911,19,289,414,64,478,767,40.36842105263158,0.2507355344883949,25.157894736842106,0.38272429656371554,15.210526315789474,0.15966328865642368,19,9,0,0,115,28,143,152,8,0.049689440993788817,7.526315789473684,0.11449701759123707,0.47368421052631576,0.004972213141549526,17.63157894736842,0.29916317991631797,0.5,81,73,0.09876543209876543,0.05921052631578947,0,0,0.756578947368421,0.18421052631578946,23087.49868421052,"Near Eligible",
"Narragansett Regional School District",BALDWINVILLE,286,267,101,14,115,107.36013986013985,0.4020979020979021,159.63986013986013,19,628,931,135,1066,1694,89.15789473684211,0.3339246993889218,56.10526315789474,0.5225893262712228,33.05263157894737,0.20704497955579534,19,191,0,0,511,39,550,741,39,0.14606741573033707,28.94736842105263,0.26962863925813557,10.052631578947368,0.06297068645725623,27.15789473684211,0.5159474671669793,0.5,134,95,0.291044776119403,0.25775978407557354,0,0,0.689608636977058,0.05263157894736842,24311.538461538457,"Not Eligible",
